original_title,id,original_language,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,summary_length,Unnamed: 15,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Anna Karenina,96724,en,17.202,2012-09-06,6.7,1897,"['Drama', 'Romance']",trapped loveless marriage aristocrat enters life changing affair affluent,68929150,130.0,An epic story of love.,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fright Night,58151,en,19.2,2011-08-18,6.2,1454,"['Horror', 'Comedy']",teenager suspect new neighbour vampire unable convince anyone try enlist help self proclaimed vampire hunter magician remake comedy horror classic,41002607,106.0,You can't run from evil when it lives next door,205,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bunyan and Babe,435995,en,15.214,2017-01-12,6.3,17,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",travis sister visit grandparent summer fall magical portal transport world american hero big blue talking ox,0,84.0,You don't have to BE BIG to do BIG THINGS,205,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Draug,421285,sv,14.51,2018-10-10,5.5,10,['Horror'],th century missionary go missing somewhere huge forest bordering northern part among rescue party chosen find young woman first real mission first return part country wa born find deep inside wood something else entirely dark something ancient evil,0,87.0,"Oft in the woods, is a listener nigh.",402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
地下幻燈劇画 少女椿,53064,ja,20.105,1992-05-02,6.6,72,"['Horror', 'Animation', 'Drama']",losing parent young flower selling put fairground group abused forced slavery arrival enigmatic magician short stature give hope better future,0,48.0,The camelia girl,224,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cabin Fever,11547,en,17.946,2003-08-15,5.7,921,['Horror'],group five college graduate rent cabin wood begin fall victim horrifying flesh eating virus attracts unwanted attention homicidal local,30553395,93.0,Terror… in the flesh.,183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Secret Scripture,283591,en,18.204,2017-03-23,7.3,218,"['Drama', 'Romance']",hidden memoir elderly woman confined mental hospital reveals history passionate yet tortured life religious political upheaval,152761,108.0,,206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
道士下山,345235,zh,21.44,2015-07-03,5.2,58,"['Action', 'Comedy']",young monk forced leave impoverished monastery relies extraordinary martial art skill survive outside world search mentor cross path master possession reveals lost art deadly technique rare book coveted sinister father son go extreme obtain monk find immersed deadly battle protect book master,0,113.0,,514,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leaving Las Vegas,451,en,19.392,1995-10-27,7.2,989,"['Drama', 'Romance']",alcoholic screenwriter lost everything drinking arrives drink death meet form uneasy friendship non interference pact prostitute,49800000,111.0,I Love You... The Way You Are.,238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The River Wild,8987,en,14.442,1994-09-30,6.4,638,"['Adventure', 'Action', 'Crime', 'Thriller']",family vacation rafting expert take pair armed killer navigating spectacularly violent river,94216343,111.0,The vacation is over.,129,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Feel the Beat,707886,en,17.727,2020-06-19,7.8,899,"['Comedy', 'Music', 'Drama']",failing make return hometown reluctantly begin training misfit group young dancer competition,0,107.0,Take your chance. Make your move.,150,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Grave,393519,fr,17.699,2016-11-11,7.1,2432,"['Drama', 'Horror', 'Mystery']",family everyone vet vegetarian gifted teen ready take first year vet school older sister also study get time settle hazing start right away forced eat raw meat first time life unexpected consequence emerge true self begin form,4100000,99.0,What are you hungry for?,357,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Экипаж,380111,ru,20.448,2016-04-21,6.8,189,"['Drama', 'Action']",story bravery self sacrifice human dignity put trial merciless power nature young pilot fired military air force disobeying absurd order get job co pilot civil airline brutally honest direct best term new colleague flight asia crew receives distress message volcanic island make decision attempt rescue mission success survive disaster single chance find team sticking one another,27305571,138.0,,597,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
องค์บาก 3,43209,th,16.693,2010-05-05,5.9,319,"['Action', 'Adventure', 'History']",pick left captured almost beaten death saved brought back villager taught meditation deal soon arch rival return challenging final duel,2340363,95.0,,291,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bridesmaids,55721,en,22.692,2011-05-13,6.5,3659,"['Comedy', 'Romance']",life mess find lifetime best friend engaged simply must serve maid honor lovelorn broke bluff way expensive bizarre ritual one chance get perfect show lillian bridesmaid far go someone love,288383523,125.0,Save the date.,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maverick,9359,en,16.439,1994-05-20,6.8,1143,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",gambler would rather con someone fight need additional three thousand dollar order enter winner take poker game begin day join force woman gambler marvellous southern accent two try enter game,183031272,127.0,"In their hands, a deck of cards was the only thing more dangerous than a gun.",300,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
I Origins,244267,en,17.644,2014-07-18,7.6,2613,"['Science Fiction', 'Drama']",origin follows molecular biologist studying evolution human eye find work permeating life brief encounter exotic young woman slip away research continues year later lab partner make stunning scientific discovery ha far reaching implication complicates scientific spiritual belief traveling half way around world risk everything ha ever known validate theory,336472,106.0,,496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Doctor Dolittle,3050,en,17.588,1998-06-26,5.7,2415,"['Comedy', 'Family', 'Fantasy']",successful physician devoted family man seems world tail long suppressed talent possessed child ability communicate animal suddenly reawakened vengeance every creature within squawking distance want good doctor advice unleashing outrageous chain event turn world upside,294456605,85.0,He doesn't just talk to the animals!,386,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Shut In,329981,en,19.645,2016-11-11,5.4,579,"['Drama', 'Thriller']",widowed child psychologist life isolated existence rural caught deadly winter storm must find way rescue young boy disappears forever,13082071,91.0,Some fears can't be shut out.,191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
House at the End of the Street,82505,en,17.688,2012-09-21,5.8,1468,"['Horror', 'Thriller']",mother daughter move new town find living next door house young girl murdered parent daughter befriends surviving son learns story far,44287131,101.0,Fear reaches out... for the girl next door.,215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Kid Who Would Be King,454294,en,17.4,2019-01-16,6.1,540,"['Action', 'Adventure', 'Fantasy', 'Family']",old school magic meet modern world young stumble upon mythical sword soon unites friend enemy become knight join force legendary wizard must save mankind wicked enchantress army supernatural warrior,32140970,120.0,An army to fight. A demon to slay. A world to save. No pressure.,321,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Creepshow 2,16288,en,16.182,1987-05-01,6.3,377,"['Horror', 'Comedy']",weirdness return three tale first wooden statue native american come life exact vengeance murderer elderly owner second four teen stranded raft lake blob hungry third hit run woman terrorized hitchhiker accidentally killed really kill,14000000,92.0,"When the curtain goes up, the terror begins.",390,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,en,18.933,1964-01-29,8.1,4234,"['Drama', 'Comedy', 'War']",insane initiate nuclear strike war room full politician general russian diplomat frantically try stop nuclear strike,9440272,95.0,The hot-line suspense comedy,199,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Last Summer,502292,en,17.901,2019-05-03,6.0,1214,"['Romance', 'Comedy']",standing precipice adulthood group friend navigate new relationship reexamining others final summer college,0,109.0,Your real life is about to begin,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Starsky & Hutch,9384,en,20.933,2004-03-05,5.8,1753,"['Comedy', 'Crime']",uptight laid back paired first time undercover cop new partner must overcome difference solve important case help street informant persuasive criminal,170268750,101.0,They're the man.,278,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey Arnold! The Jungle Movie,439058,en,18.693,2017-11-23,7.7,175,"['Family', 'Comedy', 'Animation', 'Adventure']",trip take turn worst classmate hope getting home retracing dangerous path led parent disappearance,0,81.0,"After all these years, all your questions will finally be answered.",188,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Backdraft 2,587808,en,15.449,2019-05-14,6.6,125,"['Action', 'Crime', 'Drama']",year original son late assigned investigate deadly fire realize something much sinister,0,102.0,,174,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Revolt,313943,en,17.19,2017-07-01,5.5,263,"['Science Fiction', 'Action']",story humankind last stand cataclysmic alien invasion war ravaged countryside soldier french foreign aid worker team survive alien onslaught bond tested search refuge across crumbling world,24416,87.0,,282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bridget Jones: The Edge of Reason,9801,en,19.382,2004-11-10,6.3,2247,"['Comedy', 'Romance']",becoming uncomfortable relationship discovering conservative voter ha deal new bos strange contractor worst vacation life,262500000,108.0,Same Bridget. Brand new diary.,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anna and the Apocalypse,461928,en,15.695,2018-11-30,6.2,228,"['Horror', 'Comedy', 'Fantasy']",zombie apocalypse threatens sleepy town forcing friend fight slash sing way survival facing undead desperate race reach loved one soon discover one safe new world civilization falling apart around people truly rely,0,98.0,Oh the weather outside is frightful...,386,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
As Good as It Gets,2898,en,17.68,1997-12-19,7.4,2822,"['Comedy', 'Romance']",cranky bigoted obsessive compulsive writer find life turned upside neighboring gay artist hospitalized dog entrusted addition waitress tolerate must leave work care sick son making impossible eat breakfast,314178011,139.0,A comedy from the heart that goes for the throat.,349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K-PAX,167,en,19.93,2001-10-22,7.2,1758,"['Science Fiction', 'Drama']",patient mental hospital claim far away planet psychiatrist try help begin doubt explanation,50315140,120.0,Change the way you look at the world.,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Square,401246,en,15.69,2017-08-25,6.8,1058,['Drama'],prestigious museum chief art curator find time professional personal crisis attempt set controversial new exhibit,1502347,151.0,,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Heist,250066,en,18.935,2014-09-11,4.7,285,['Action'],two brother troubled path find middle one last bank job,0,94.0,Brothers in arms for life.,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music and Lyrics,11172,en,16.931,2007-02-09,6.4,1353,"['Comedy', 'Music', 'Romance']",washed singer given couple day compose chart topping hit aspiring teen sensation though never written decent lyric life spark offbeat younger woman flair word,145896422,104.0,Share the music with someone you love.,222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
All About Sex,802119,en,18.3,2021-09-16,9.0,1,"['Comedy', 'Drama', 'Romance']",three friend mid struggle navigate professional personal life colliding head messy hilarious dreadful growing pang adulthood,0,75.0,"Love, sex, relationships and everything in between",175,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago,1574,en,17.929,2002-12-10,7.2,2035,"['Comedy', 'Crime', 'Drama']",murderess find death row together fight fame keep gallows chicago,306776732,113.0,"If you can't be famous, be infamous.",154,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eight Legged Freaks,8869,en,19.429,2002-07-17,5.7,860,"['Action', 'Comedy', 'Horror', 'Thriller']",resident rural mining town discover unfortunate chemical spill ha caused hundred little spider mutate overnight size mining engineer mobilize eclectic group townspeople including young son daughter paranoid radio announcer battle bloodthirsty eight legged beast,45867333,99.0,Do you hate spiders? Do you really hate spiders? Well they don't like you either.,434,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Seven Years in Tibet,978,en,19.679,1997-09-12,7.2,2101,"['Adventure', 'Drama', 'History']",austrian mountaineer journey without family head expedition break arrogant fall force hand prisoner war escape fellow detainee make way meet year old whose friendship ultimately transforms outlook life,131457682,136.0,At the end of the world his real journey began.,393,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Rosemary's Baby,805,en,16.429,1968-06-12,7.8,2897,"['Drama', 'Horror']",young couple move infamous apartment building known frightening legend mysterious event purpose starting family,33395426,138.0,It's not what you're expecting,176,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Wall Street,10673,en,17.677,1987-12-10,7.2,1528,"['Crime', 'Drama']",young impatient stockbroker willing anything get top including trading illegal inside information taken ruthless greedy corporate raider take youth wing,43848069,126.0,Every dream has a price.,216,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Волки и овцы: Ход свиньёй,518755,ru,22.434,2019-01-24,6.9,58,"['Animation', 'Adventure', 'Comedy', 'Family']",united town sheep wolf life peaceful quiet life two unexpected guest turn polar fox tiny ewe one ever expected bring deadly danger overcome work together teamwork solve big problem deal serious challenge strength unity,3393975,80.0,,338,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Marine 4: Moving Target,329540,en,19.74,2015-04-10,6.4,181,['Action'],return assigned protect whistleblower wish expose corrupt military defense contractor military hire heavily armed team mercenary kill stop cost,0,90.0,There is no greater force than an American hero.,291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokémon Apokélypse,870606,en,17.8,2010-09-20,6.3,4,"['Crime', 'Action', 'Drama']",set near future battle outlawed forced underground resemble dog fight threatens forcing throw match change mind begin,0,3.0,,299,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'll Always Know What You Did Last Summer,3602,en,15.928,2006-06-24,4.3,251,['Horror'],several teenager small town concoct th prank based frightening legend go awry friend end accidentally killed however teen agree keep involvement secret authority continue search man apparently killed friend year later th celebration coming teenager realize stalked someone clearly intends keeping horrible legend alive killing,0,92.0,What he knows might kill you…,514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Princesa da Yakuza,661595,pt,16.804,2021-08-26,6.5,46,"['Action', 'Crime', 'Thriller']",find heiress empire destiny enters spiral violence mystery gaijin foreigner protecting time may actually sent kill,0,112.0,Every sword has a story.,257,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dear John,22971,en,18.629,2010-02-04,6.9,3591,"['Drama', 'Romance', 'War']",home two week leave meet dive ocean retrieve purse fallen pier eventually fall love promise write return overseas,114977104,115.0,Love brought them together. Will fate tear them apart?,277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
LEGO Scooby-Doo! Blowout Beach Bash,461054,en,17.436,2017-07-11,7.3,122,"['Animation', 'Comedy', 'Family', 'Mystery']",head real swinging beach party threaten harsh good vibe,0,72.0,,125,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Ingrid Goes West,411741,en,17.687,2017-08-11,6.5,717,"['Comedy', 'Drama']",becomes obsessed social network star named seemingly ha perfect life decides drop everything move west friend behaviour turn unsettling dangerous,24931915,97.0,She'll follow you.,230,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Power of the Dog,600583,en,16.152,2021-11-17,0.0,0,"['Western', 'Romance', 'Drama']",domineering magnetic rancher responds mocking cruelty brother brings home new wife son unexpected come pas,0,126.0,,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Looney Tunes: Back in Action,10715,en,18.925,2003-11-14,6.4,1149,"['Animation', 'Comedy', 'Family']",attention going quits team recently fired stuntman embarks round world adventure along mission father missing blue diamond stay one step ahead want diamond purpose,68514844,93.0,Real life has never been so animated.,378,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
今晚打喪屍,455650,cn,17.132,2017-06-29,4.6,15,['Action'],two slacker put superhero suit save zombie invasion hybrid directorial debut pack one hell emotional punch,0,105.0,,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Games,472815,en,27.266,2019-11-18,5.4,119,"['Comedy', 'Drama']",six lifelong friend five year falling reunites pal insane competition absurd physical mental challenge chance win pot bet determined dude fight claw party big buck,0,90.0,No guts. No glory. No mercy.,303,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Can You Ever Forgive Me?,401847,en,16.386,2018-10-19,6.8,990,"['Drama', 'Crime', 'Comedy']",bestselling celebrity biographer longer able get published ha fallen step current taste turn art form deception,8586944,107.0,Her greatest work will be her biggest crime.,167,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paprika,50270,it,24.17,1991-02-13,6.9,241,['Drama'],young country girl come town work brothel order help fiance get money start business paprika name given madam,0,99.0,Tinto Brass re-opens the closed houses!,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timecop,8831,en,16.669,1994-09-15,5.9,830,"['Thriller', 'Science Fiction', 'Action', 'Crime']",officer security agency regulates time travel must fend life shady politician ha tie past,101646581,99.0,Turn back the clock and you're history.,137,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sleepless in Seattle,858,en,16.169,1993-06-24,6.7,1728,"['Comedy', 'Drama', 'Romance']",find dad date young boy call radio show catch attention journalist want meet atop,227799884,105.0,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?",176,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GODZILLA 怪獣惑星,449574,ja,17.931,2017-11-17,6.3,340,"['Action', 'Adventure', 'Science Fiction', 'Animation']",year human race forced leave decade losing giant monster take twenty year journey another planet called upon arrival discover planet ha become uninhabitable living condition ship deteriorate young man named spearhead movement return take back monster ship successfully make return voyage crew realizes twenty thousand year passed ecosystem evolved become centered around,0,89.0,"Who will be eradicated, man, or Godzilla?",599,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
कमांडो 2,444713,hi,17.488,2017-03-02,5.9,27,"['Action', 'Thriller']",wanted agent get arrested kept safe house malaysian authority along wife team four sent bring growth inter personal relationship mission ha quite twist turn way story follows us brain brawn recover laundered black money,0,123.0,,435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
精武門,11713,zh,18.916,1972-03-22,7.3,628,"['Drama', 'Action', 'Thriller']",return international compound learn beloved teacher death compounded continual racist harassment japanese population area unlike friend confronts head mastery martial art investigating teacher murder,0,108.0,Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!,315,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
My Fair Lady,11113,en,16.167,1964-10-21,7.6,934,"['Romance', 'Drama', 'Music']",snobbish phonetics professor agrees wager take flower girl make presentable high society,72661442,170.0,The loverliest motion picture of them all!,121,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
A Street Cat Named Bob,404378,en,26.875,2016-11-04,7.9,1045,"['Family', 'Drama']",homeless busker recovering drug addict ha life transformed meet stray ginger cat,82703,103.0,Sometimes it takes nine lives to save one,117,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Never Sleep Again: The Elm Street Legacy,37757,en,19.918,2010-05-04,8.1,109,['Documentary'],decade ha slashed way dream countless youngster scaring half billion dollar box office across eight terrifying spectacular film,0,240.0,don't... fall... asleep.,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RockNRolla,13809,en,21.915,2008-09-04,7.0,2222,"['Action', 'Crime', 'Thriller']",russian mobster set real estate scam generates million pound various member criminal underworld pursue share fortune shady character including accountant druggie rock star try claim slice,25739015,114.0,"A story of sex, thugs and rock 'n roll.",302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Destruction: Los Angeles,467342,en,16.294,2017-09-21,5.3,54,"['Action', 'Adventure']",fatal explosion sudden earthquake rock reporter seizes chance cover breaking news increasing seismic activity,0,93.0,,159,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek,11096,en,19.364,2005-01-27,6.4,1231,"['Horror', 'Mystery', 'Thriller']",try piece together life wake wife suicide ha left raise nine year old daughter first amused discover ha created imaginary friend named charlie long charlie develops sinister violent side struggle daughter growing emotional problem come frightening realisation charlie figment imagination,122650962,101.0,"Come out, come out, whatever you are.",495,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Blues Brothers,525,en,20.162,1980-06-16,7.7,3188,"['Music', 'Comedy', 'Action', 'Crime']",released prison put old band back togther save home brother raised,115229890,133.0,They're on a mission from God.,140,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Gambler,284536,en,19.168,2014-12-25,5.9,1080,"['Thriller', 'Crime', 'Drama']",literature professor lead secret life high stake gambler always risk taker bet borrows gangster offer life collateral staying one step ahead pit creditor operator illicit gambling ring garnering attention paternalistic loan shark relationship student deepens must risk everything second chance,39171130,111.0,The only way out is all in,446,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Hard Way,586347,en,16.56,2019-03-05,5.3,96,['Action'],learning brother death mission former soldier join two ally hunt mysterious enemy take revenge,0,94.0,,154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Felt: The Man Who Brought Down the White House,390061,en,18.622,2017-09-28,6.1,389,"['Drama', 'History', 'Thriller']",story name deep helped journalist uncover scandal,4372130,103.0,,146,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
엽기적인 그녀,11178,ko,20.412,2001-07-27,7.5,392,"['Drama', 'Comedy', 'Romance']",dweeby mild mannered man come aid drunk young woman subway platform doe know much trouble,0,123.0,,139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Good Liar,511322,en,23.134,2019-11-08,6.7,720,['Crime'],con man set sight latest mark recently widowed worth million mean take two draw closer another simple swindle take ultimate stake,33856058,109.0,Read between the lies.,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,762,en,16.359,1975-05-25,7.8,4441,"['Adventure', 'Comedy', 'Fantasy']",king accompanied squire recruit knight including way battle despite limb chopped insists still fight reach decides enter silly place,5028948,91.0,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,415,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Adventurer: The Curse of the Midas Box,227707,en,16.664,2013-12-05,5.6,167,"['Fantasy', 'Adventure', 'Family']",seventeen year old life turned upside parent vanish younger brother kidnapped following trail clue darkly majestic discovers hidden realm child stealing monster deadly secret long lost artefact grant limitless wealth also devastating supernatural power fate world family stake risk everything unravel,6399,99.0,The new name for adventure.,483,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Corona Zombies,684420,en,17.72,2020-04-10,5.0,26,"['Horror', 'Comedy']",damsel distress toilet paper famine inept world leader mass medium gone wild virus horde ghoul hungry human flesh combine maniacal horror comedy hybrid,0,61.0,,221,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lo chiamavano Jeeg Robot,364433,it,16.314,2015-05-12,7.5,2164,"['Crime', 'Drama', 'Action', 'Science Fiction']",accidentally coming contact radioactive waste small time crook gain superpower misanthropic introverted brute us new power personal gain meet alessia mentally challenged girl belief hero favorite japanese anime series,0,112.0,A superhero like no other,321,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Jobs,115782,en,18.913,2013-08-16,6.1,2050,"['Drama', 'History']",story ascension college dropout one revered creative entrepreneur th century,35931410,128.0,"Some see what's possible, others change what's possible.",128,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Clovehitch Killer,544431,en,17.423,2018-11-16,6.4,383,"['Mystery', 'Thriller', 'Crime', 'Drama', 'Horror']",picture perfect family torn apart find cache disturbing image father possession begin suspect man trust world may responsible murder woman ten year prior,0,109.0,,238,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Ворошиловский стрелок,71186,ru,12.938,1999-04-19,7.2,76,"['Drama', 'Action', 'Crime']",typical post soviet era storyline bunch vagabond lured innocent teenage girl apartment offered drink intimidated gang raped local cop incapable undertake adequate action scoundrel prevented superior chief local police dad one scumbags case closed girl granddad tired endless circumlocution decides take revenge hand,0,95.0,,460,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
인간중독,269955,ko,17.242,2014-05-14,7.0,36,"['Drama', 'Romance', 'Adventure']",korean military camp married colonel fall madly love beautiful wife new subordinate officer,0,132.0,,128,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Runaway Bride,4806,en,16.658,1999-07-30,6.1,1537,"['Comedy', 'Romance']",columnist writes text always last minute time drunken man favourite bar tell ike woman always flees groom last possible moment doe best opinion female anyway writes offensive column without researching subject thoroughly,309457509,116.0,Catch her if you can.,357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778,en,17.662,2014-10-08,6.2,1098,"['Family', 'Comedy']",day begin gum stuck hair followed calamity though find little sympathy family begin wonder bad thing happen mom dad brother sister find living terrible horrible good bad day,100654149,81.0,One day can change everything.,304,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Song of the Sea,110416,en,15.661,2014-09-06,8.1,1047,"['Family', 'Animation', 'Fantasy']",story last journey home mother disappearance sent live city resolve return home sea journey becomes race time drawn world know mother folktale bedtime story fairy folk world far long soon becomes clear key survival,857522,93.0,Let the song of the sea sway your heart...,469,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
You Only Live Twice,667,en,22.656,1967-06-13,6.6,1503,"['Action', 'Thriller', 'Adventure']",mysterious spacecraft capture russian american space capsule brings two superpower brink war investigates case come face face archenemy,111584787,117.0,You Only Live Twice... and Twice is the only way to live!,213,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happiness Ever After,892342,en,27.111,2021-11-10,0.0,0,"['Romance', 'Drama']",sequel happiness four letter find living new chapter life amid loss family grudge new love,0,99.0,,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ワンピース 珍獣島のチョッパー王国,44725,ja,21.626,2002-03-02,6.5,99,"['Action', 'Animation', 'Adventure']",pirate sail line geyser erupted whole crew find flying island fell ship wa separated friend others landed side island meanwhile find worshiped island new king animal make matter worse trio human horn hunter island leader violin playing horn eating human want eat island treasure inherit immense power rest able prevent count terrorizing island able convince pirate bad,13107237,56.0,"Tony T. Chopper, the new Animal King!",744,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Kings,6415,en,15.653,1999-04-21,6.6,1540,"['Action', 'Comedy', 'War']",group american soldier stationed end find map believe take huge cache stolen gold hidden near base embark secret mission destined change everything,108000000,114.0,It's good to be King.,249,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
